img_no,deeplift,gradcam,lime,shap
1,0.13589055793991417,0.18389879240943072,0.21265629474086092,0.4631591337099812
2,0.033303588501497866,0.08736673271063308,0.0942622950819672,0.2399931868506217
3,0.12240311194352399,0.0470129398959971,0.10087150568438828,0.21673459602013906
4,0.18701826788857195,0.11547794263892756,0.1860381861575179,0.39407152419200614
5,0.18304427095507456,0.11346785997072725,0.02722414789139226,0.2467187240405383
6,0.17376160990712075,0.30792060842144314,0.04618848004968173,0.29731823022557846
7,0.233603315125259,0.19124154629706938,0.20811457852072746,0.40303820522372613
8,0.15676278957528958,0.13224471021159154,0.17589965656263998,0.3358560100029614
9,0.15075313543833113,0.012922738520758868,0.08433834462250124,0.26004228329809725
10,0.16068990442534736,0.11717699026202189,0.1722570785070785,0.28363899032866485
11,0.25592873106530917,0.2794559820991539,0.06629233198806808,0.42658548959918824
12,0.2613039839728146,0.11683298319327731,0.12176995798319327,0.32483474976392823
13,0.21405003767114392,0.1581650394543266,0.11787201718312072,0.3784686056138664
14,0.04449765539259703,0.12169189578828134,0.10893638938964718,0.3803351013731225
15,0.2693412162162162,0.33104609010875197,0.14783984017314575,0.39094695309074967
16,0.23897823126000622,0.12191589378732054,0.11811264092840965,0.348593272884082
17,0.06920224493886551,0.0003630818386464309,0.10164705882352941,0.17720834153059217
18,0.11246773873337304,0.2341343191620456,0.05587557603686636,0.4278976963540722
19,0.2520965821277458,0.1126987785203964,0.11012971141293781,0.3810492414611408
20,0.28596667830803046,0.06452209660842755,0.09527238314680711,0.20255320895675555
21,0.2049054675523761,0.18990265632733871,0.1024541691306919,0.24643987341772153
22,0.23370604678534648,0.16488633251164064,0.09827487531681792,0.4319449751623997
23,0.080301685891748,0.15209019367081542,0.33108222184703695,0.5494326510668331
24,0.22828454550284227,0.10891973054135216,0.037522807203109715,0.3035652290025371
25,0.29452369995398064,0.3304878048780488,0.1562280084447572,0.42289361014621535
26,0.1362671109804306,0.1395972126502795,0.16864945248073543,0.25696221036473943
27,0.21593866830722636,0.1519170753455194,0.20342684360826474,0.36934215323714775
28,0.23496261958324813,0.033847788919181186,0.15637283694031537,0.20764612518114692
29,0.19834935606747686,0.1759922488667428,0.10995742913508462,0.291520507285483
30,0.0694420377750823,0.15338622513510405,0.046276623309322695,0.23123321788535628
31,0.21814590939014902,0.272265422498704,0.27577987356202716,0.36023134122831174
32,0.24161759118541035,0.12586549169612163,0.06244258569839965,0.3532028252315663
33,0.26903553299492383,0.29106945975744214,0.20508166969147004,0.4818244644091223
34,0.12736273627362737,0.024977520231791388,0.07443113347983271,0.22404784387787222
35,0.17124305539678547,0.08618062609659248,0.08013655971027196,0.28844829960071594
36,0.19350416936374368,0.14788325707431924,0.028744656721626103,0.33566796368352786
37,0.305390261912001,0.14907672301690508,0.1319062000355303,0.3678610206297503
38,0.02868754482428879,0.32640129975629567,0.045329147640791476,0.3469474497681607
39,0.22012411934892556,0.06996324757768126,0.14689303004177995,0.2887835298137707
40,0.18874760732841125,0.0871569703622393,0.048195659992806617,0.3380927081949794
41,0.28984330966069216,0.07115568290353391,0.10092665756770347,0.3102404841535276
42,0.2702702702702703,0.14580442224072532,0.2200636682719778,0.34684717827974393
43,0.22200065262318264,0.11021728313153094,0.08216783216783216,0.29623830909315646
44,0.10836274359367808,0.06325711293419445,0.14392378120882462,0.3242095969029103
45,0.2680265360530721,0.10054896516910651,0.10506880444388335,0.3283876420321157
46,0.20487277281266011,0.04142303628038042,0.13803486529318543,0.3168849391955098
47,0.0930104230533415,0.022909671607566948,0.0,0.5475645044610562
48,0.22193373192634763,0.11965144377456126,0.10572697978713017,0.2724528484145959
49,0.22395248784137672,0.09269459745173315,0.04432580084430097,0.4261434926428653
50,0.16764117254640348,0.1188312206011321,0.06865684070280623,0.3097000638162093
51,0.1850317167996726,0.11170438686972878,0.07102938525329007,0.26024205920790955
52,0.2450592885375494,0.14606111578357162,0.13900680816980376,0.3378306273344005
53,0.12874437910757525,0.21995209243342256,0.011809163911195087,0.1873477466504263
54,0.22284349937758913,0.1686284909932883,0.1650537193471664,0.5406733841238633
55,0.2155444535580245,0.11456285566476979,0.13689486945799603,0.3632613318984293
56,0.19596028346078392,0.1254625832649877,0.1332278987828315,0.32113041741561815
57,0.27435254803675857,0.06092973740241306,0.1734208658623137,0.21977401129943502
58,0.3199733688415446,0.3937324226597027,0.06809959565865077,0.47099841521394614
59,0.17797270156166742,0.15098850574712644,0.044089325957795536,0.2497863962257142
60,0.2087676664321801,0.14159132820582018,0.20108947612424663,0.3804953560371517
61,0.2999913359902963,0.13264061920161163,0.16108545034642033,0.33674800676491906
62,0.20592193808882908,0.09018722835172183,0.12308033486721738,0.27246408182039555
63,0.34145401279777965,0.13905891870028314,0.15920398009950248,0.3093101514301739
64,0.29088194210298157,0.09329494490891978,0.18205980066445182,0.3459617889709075
65,0.11409081789607436,0.054905127169963666,0.10393305439330544,0.24116824064358167
66,0.23648789432012335,0.06761853448275862,0.21507365083559019,0.17019587083112758
67,0.2026304334307568,0.09972686273264308,0.14723342116123297,0.2306184393575313
68,0.24258798007391932,0.11065310061931956,0.07538557439021938,0.35627968496362655
69,0.2550197256079609,0.17047026279391425,0.06722036792672514,0.38265078657410356
70,0.3018037687682644,0.18506391723849663,0.2452037529757737,0.2510064291293637
71,0.14625382262996942,0.10550631211388665,0.11572058306514861,0.2865499975211938
72,0.1663725332905503,0.14773929442067982,0.152216771353904,0.33770845507259406
73,0.20579064587973275,0.11872705018359853,0.12411402157164869,0.385142686834066
74,0.22297065644852274,0.12087137013078612,0.08122247808346462,0.3250226198853926
75,0.2696486051502146,0.09698770768607322,0.14305475504322768,0.2626809231972878
76,0.19977578475336322,0.05847913249498815,0.0401172120281867,0.2792376552122437
77,0.03577678397822283,0.12550425818018826,0.06454146756562153,0.1427185721676151
78,0.12200594896414967,0.13106030744974378,0.1537802386131435,0.3371948181365222
79,0.0947094325911871,0.08875512553780274,0.30199527911715457,0.3414383974900446
80,0.22080962622165357,0.11100591036896769,0.18863701578192252,0.31190942130276766
81,0.08568081991215228,0.063347083087802,0.12934206983215152,0.14661283086585913
82,0.243059839605182,0.11605578526876445,0.1893305439330544,0.35450588424955665
83,0.23385682397959184,0.07071109693877552,0.11603156887755102,0.3003029336734694
84,0.17318918918918919,0.033764367816091954,0.0019083969465648854,0.2174805625928191
85,0.02743819614235262,0.0622438524590164,0.01074766355140187,0.08213581290504367
86,0.013515505971396275,0.12069349293893601,0.08321954549887838,0.3166662711502409
87,0.24755714727859573,0.05271441555274767,0.12668320340184266,0.20206729711897956
88,0.17806514446488475,0.11914285714285715,0.15544659422210444,0.27959316165332176
89,0.25919798681175293,0.0875553608799338,0.09673409700219351,0.3445437943220359
90,0.18565217391304348,0.14413680781758959,0.11032976399765596,0.34142572283150546
91,0.20576709364215945,0.10021207122900326,0.1943238056761943,0.2615964595967874
92,0.21772553485723584,0.08519682947349777,0.0654398486542265,0.21374438021836867
