img_no,deeplift,gradcam,lime,shap
1,0.009874236800780829,0.021606180323753773,0.06610277701988011,0.018759009755838763
2,0.003944596351313769,0.010493550866108387,0.01740789286134536,0.006970246595548988
3,0.0058188791679147,0.0057114677138564406,0.03522546223529132,0.004791727519187478
4,0.01180246636409844,0.013159417865185196,0.10821742269607962,0.00989196619341562
5,0.0185342611247772,0.009089707910641284,0.05107501233495191,0.004095725048662463
6,0.015891312814718433,0.041239298864897814,0.062052055827989436,0.01871267325517303
7,0.03249372840489028,0.02927395815123518,0.02303198419703274,0.03478793027008617
8,0.012683989235718326,0.014750988634771015,0.10157545836404548,0.016044420591995193
9,0.012041292546970029,0.0003322544374099716,0.012953624048254722,0.004724360832083096
10,0.009003830783271988,0.009919592171186377,0.005248341041624774,0.010096438084108978
11,0.034135843584369954,0.04301453170205536,0.0513339929316654,0.030423338973820067
12,0.03329266324762889,0.013684989223961068,0.028440126050420168,0.021684961827700574
13,0.019486576090332,0.02122318501999883,0.047363461519576884,0.010588688756850503
14,0.0026460939253735065,0.01934094017043736,0.06384159990781539,0.01652967635589205
15,0.02948664912471065,0.037488798104932684,0.07916668741496254,0.021870294030881924
16,0.03465952154271207,0.0125260417183629,0.05594517367475408,0.00909730951766591
17,0.009644028012001612,1.3217692471790156e-05,0.017605020045319858,0.007821041710363085
18,0.020951502671187092,0.03769663624460875,0.10555652709515316,0.019804698174051973
19,0.013935818919001305,0.00811481497809205,0.038039759044788735,0.021254674584682515
20,0.04932752566503431,0.008292354885622752,0.036515637639360984,0.012622109352168067
21,0.02325174821903344,0.02467723066628599,0.07590987868284227,0.02718676088253735
22,0.023741497193011392,0.020306595142580087,0.0581944310627228,0.028107752129647372
23,0.00968204378780672,0.011330061793999329,0.12620685903808268,0.014109203719202509
24,0.008191232985773306,0.016077553152286574,0.05574922132175707,0.012975903116670106
25,0.04288497295166053,0.05466849474402948,0.1609866351050151,0.025455075328190926
26,0.016243868049557526,0.01862888875129221,0.05199376074871016,0.012225013938724681
27,0.015112119539919875,0.005054614610880334,0.12478952334514867,0.0063298157747082645
28,0.016605982684129092,0.0025073123239313,0.053481635495194385,0.010280609482438212
29,0.024576186326518947,0.01677239821061877,0.0659524203339512,0.005036421511430402
30,0.006662047192327816,0.008924014269243346,0.006537821936506552,0.011180292618056226
31,0.03171708752347163,0.013127365626468136,0.1431534736841114,0.014371757599942038
32,0.02531317157223594,0.014006534015469151,0.0004932425766992207,0.019455307663864163
33,0.04294354736387139,0.02804157743555621,0.13063037941536335,0.022443604874395347
34,0.020098603444677614,0.0010705529208282858,0.03401793499125291,0.016803172602323477
35,0.019935161543741708,0.010485986668555644,0.054838003488006035,0.021468995532370777
36,0.022494333349495958,0.010413926623503164,0.015545777449305897,0.016351606259966858
37,0.045239603509601815,0.020790506072720254,0.10552998194078787,0.019021661212825395
38,0.0014987762254190134,0.040366437691451734,0.0006657050926439587,0.033231527835960915
39,0.030798653383743005,0.00654071944237074,0.01947055998188492,0.014675247265606498
40,0.02052810956846993,0.009321867255033959,0.040540540540540536,0.03380253607043053
41,0.03470953127642036,0.006376974402776534,0.025156781080951696,0.024121792419913385
42,0.03215919160781527,0.012174878952869136,0.10661233074799527,0.0233384363092854
43,0.02390867299457167,0.01493332306530804,0.08655089155342696,0.022677900925803254
44,0.012588167095433098,0.006967327153210366,0.060445241620364236,0.008521305453034965
45,0.03789168003140694,0.01216744774823716,0.029938797400466906,0.024787974815894707
46,0.024753327564311808,0.002596877938888996,0.11352952963228115,0.02990699343700347
47,0.00902962870766433,0.0013691954721680884,0.00034612032707013763,0.02349593422749137
48,0.026792986987416927,0.007526396494624747,0.042349320009255634,0.010089987438037778
49,0.02968704160839442,0.010669172330816105,0.06486257233278102,0.019170550101221654
50,0.009721533608381384,0.012717011536953505,0.0002228163992869875,0.021951637605029956
51,0.01823834161073464,0.01511138958604321,0.036106559864069424,0.01562188508669584
52,0.03111884834033675,0.010674684362515771,0.0807134183142598,0.01885062256105229
53,0.012753613635933716,0.01928476583828334,0.00041999160016799666,0.004237340720773737
54,0.02961663978162051,0.011162350034234174,0.0662215255494456,0.03624724928096153
